Permit Number,Permit Type,Permit Sub-Type,Address,Status,Project Type,Valuation,Parcel Number,Date Entered,Date Issued,Date Completed,Date Expired,Date Renewed,Class Code,Class Code Description,Class Code Section,Number of Units,Permit Type Code
15BLD-2091,,EV Chargers,"1912 BROADWAY
SANTA MONICA, CA 90212
",Issued,INSIGNIFICANT SINGLE FAMILY CONSTRUCTION,$4800.00,4275014050,05/28/2015,05/28/2015,,11/24/2015,,434,Add or Alter Dwellings (No Increase or Decrease In Units),Section IV - Additions & Alterations,0,Residential
15BLD-2101,,Roofing,"1944 PICO BLVD
SANTA MONICA, CA 90210
",Issued,INSIGNIFICANT COMMERCIAL CONSTRUCTION,$7000.00,4273002002,05/28/2015,05/28/2015,,11/24/2015,,437,Add or Alter All Other Buildings & Structures,Section IV - Additions & Alterations,0,Commercial
15BLD-2102,,Electrical,"1223 16TH ST
SANTA MONICA, CA 90404
(34.02775260300007, -118.48629079499995)",Issued,INSIGNIFICANT COMMERCIAL CONSTRUCTION,$1000.00,4282001041,05/28/2015,05/28/2015,,11/24/2015,,437,Add or Alter All Other Buildings & Structures,Section IV - Additions & Alterations,0,Commercial
15BLD-2104,,Sign,,Issued,NEW COMMERCIAL CONSTRUCTION,$12000.00,4290015922,05/28/2015,05/28/2015,,11/24/2015,,329,Structures Other Than Buildings,Section III - New Non-Residential Buildings,0,Commercial
15BLD-2105,,Doors,"2951 28TH ST
SANTA MONICA, CA 60690
",Issued,INSIGNIFICANT COMMERCIAL CONSTRUCTION,$7000.00,4272031002,05/28/2015,05/28/2015,,11/24/2015,,437,Add or Alter All Other Buildings & Structures,Section IV - Additions & Alterations,0,Commercial
14BLD-5400,,Building Combo,"1601 CLOVERFIELD BLVD
SANTA MONICA, CA 90404
(34.027847250000036, -118.47305832099994)",Issued,SIGNIFICANT COMMERCIAL CONSTRUCTION,$1964850.00,4268018048,12/23/2014,01/06/2015,,11/29/2015,,437,Add or Alter All Other Buildings & Structures,Section IV - Additions & Alterations,0,Commercial
14CBP0190,,Building Combo,"201 PALISADES BEACH RD
SANTA MONICA, CA 90402
(34.02616475800005, -118.51561175799998)",Issued,SIGNIFICANT COMMERCIAL CONSTRUCTION,$530500.00,4293017001,03/06/2014,03/06/2014,,11/18/2015,,437,Add or Alter All Other Buildings & Structures,Section IV - Additions & Alterations,0,Commercial
14CBP0305,,Building Combo,"2234 5TH ST
SANTA MONICA, CA 90405
(34.00743902700003, -118.48363017699995)",Issued,NEW SINGLE FAMILY CONSTRUCTION,$565482.60,4289008009,04/18/2014,05/22/2014,,11/01/2015,,101,One-Family Houses Detached,Section I - Residential Housekeeping Buildings,0,Residential
14CBP1090,,Building Combo,"1127 BERKELEY ST
SANTA MONICA, CA 90403
(34.04099347300007, -118.47427019099996)",Issued,SIGNIFICANT SINGLE FAMILY CONSTRUCTION,$589720.63,4266007029,11/24/2014,12/10/2014,,11/26/2015,,434,Add or Alter Dwellings (No Increase or Decrease In Units),Section IV - Additions & Alterations,0,Commercial
14CBP1099,,Building Combo,"627 24TH ST
SANTA MONICA, CA 90402
(34.04151315200005, -118.48711006799999)",Issued,UNDEFINED,$891731.55,4278009024,11/25/2014,11/25/2014,,11/05/2015,,,,,,Commercial
15BLD-2095,,,"1844 16TH ST
SANTA MONICA, CA 90404
(34.01900793600004, -118.47617836999996)",Issued,UNDEFINED,$40000.00,4283031018,05/28/2015,05/29/2015,,11/30/2015,,,,,0,Residential
15BLD-2121,,Building Combo,,Issued,INSIGNIFICANT SINGLE FAMILY CONSTRUCTION,$10000.00,4289018054,05/29/2015,05/29/2015,,11/25/2015,,434,Add or Alter Dwellings (No Increase or Decrease In Units),Section IV - Additions & Alterations,0,Residential
15BLD-2123,,,"1443 11TH ST
SANTA MONICA, CA 90406
(34.02123164100004, -118.48784739799999)",Issued,INSIGNIFICANT SINGLE FAMILY CONSTRUCTION,$200.00,4282024019,05/29/2015,05/29/2015,,11/25/2015,,434,Add or Alter Dwellings (No Increase or Decrease In Units),Section IV - Additions & Alterations,0,Residential
15BLD-2126,,Building Combo,"1212 3RD STREET PROM
SANTA MONICA, CA 90010
",Issued,SIGNIFICANT COMMERCIAL CONSTRUCTION,$650000.00,4291002002,05/29/2015,05/29/2015,,11/25/2015,,437,Add or Alter All Other Buildings & Structures,Section IV - Additions & Alterations,0,Commercial
14BLD-5066,,Temporary Structure,"101 WILSHIRE BLVD
SANTA MONICA, CA 90403
(34.01686179100005, -118.50117523999995)",Issued,NEW COMMERCIAL CONSTRUCTION,$27000.00,4292028001,12/04/2014,12/04/2014,,09/02/2015,,328,Other Nonresidential Buildings,Section III - New Non-Residential Buildings,0,Commercial
14BLD-5338,,Building Combo,"516 23RD ST
SANTA MONICA, CA 90402
(34.04176780600005, -118.48909890599998)",Issued,INSIGNIFICANT SINGLE FAMILY CONSTRUCTION,$6000.00,4278019010,12/22/2014,12/22/2014,,09/19/2015,,434,Add or Alter Dwellings (No Increase or Decrease In Units),Section IV - Additions & Alterations,0,Residential
15BLD-0238,,Building Combo,"1517 17TH ST
SANTA MONICA, CA 90404
(34.024623005000024, -118.48075984299999)",Issued,INSIGNIFICANT SINGLE FAMILY CONSTRUCTION,$6500.00,4275012022,01/22/2015,01/22/2015,,07/27/2015,,434,Add or Alter Dwellings (No Increase or Decrease In Units),Section IV - Additions & Alterations,0,Residential
15BLD-1291,,Building Combo,"500 BROADWAY
SANTA MONICA, CA 90401
(34.01609842400006, -118.49236101599996)",Issued,INSIGNIFICANT COMMERCIAL CONSTRUCTION,$20000.00,4291024028,04/01/2015,04/21/2015,,10/18/2015,,437,Add or Alter All Other Buildings & Structures,Section IV - Additions & Alterations,0,Commercial
12CBP0732,,Building Combo,"2415 29TH ST
SANTA MONICA, CA 90405
(34.02244058400004, -118.45745609499994)",Issued,SIGNIFICANT SINGLE FAMILY CONSTRUCTION,$183713.90,4270005019,08/21/2012,08/21/2012,,11/28/2015,06/25/2014,434,Add or Alter Dwellings (No Increase or Decrease In Units),Section IV - Additions & Alterations,0,Commercial
13CBP1081,,Building Combo,"2110 BROADWAY
SANTA MONICA, CA 77007
",Issued,SIGNIFICANT COMMERCIAL CONSTRUCTION,$129000.00,4275016022,12/11/2013,01/08/2014,,11/28/2015,,437,Add or Alter All Other Buildings & Structures,Section IV - Additions & Alterations,0,Commercial
14BLD-5150,,Plumbing,"1033 OCEAN AVE
SANTA MONICA, CA 91423
",Issued,INSIGNIFICANT SINGLE FAMILY CONSTRUCTION,$1050.00,4292027134,12/10/2014,12/10/2014,,07/21/2015,,434,Add or Alter Dwellings (No Increase or Decrease In Units),Section IV - Additions & Alterations,0,Residential
14CBP0019,,Building Combo,"702 21ST ST
SANTA MONICA, CA 90402
(34.038317875000075, -118.49022929399996)",Issued,NEW SINGLE FAMILY CONSTRUCTION,$0.00,4279005009,01/09/2014,01/13/2014,,10/20/2015,,101,One-Family Houses Detached,Section I - Residential Housekeeping Buildings,0,Residential
14CBP0769,,Building Combo,"328 EUCLID ST
SANTA MONICA, CA 90013
",Issued,NEW SINGLE FAMILY CONSTRUCTION,$750302.87,4280009006,08/28/2014,09/02/2014,,11/12/2015,,101,One-Family Houses Detached,Section I - Residential Housekeeping Buildings,0,Residential
15BLD-0287,,Building Combo,"833 OCEAN AVE
SANTA MONICA, CA 90049
",Issued,SIGNIFICANT SINGLE FAMILY CONSTRUCTION,$116748.00,4292025072,01/25/2015,06/01/2015,,11/28/2015,,434,Add or Alter Dwellings (No Increase or Decrease In Units),Section IV - Additions & Alterations,0,Residential
15BLD-1323,,Building Combo,"1221 OCEAN AVE
SANTA MONICA, CA 90401
(34.01612262200007, -118.50042007499997)",Issued,UNDEFINED,$3000.00,4291001033,04/03/2015,04/03/2015,,11/29/2015,,,,,0,Residential
15BLD-1511,,Building Combo,"2428 SANTA MONICA BLVD
SANTA MONICA, CA 90404
(34.03189736000007, -118.47601128899998)",Issued,UNDEFINED,$70000.00,4275002019,04/19/2015,06/01/2015,,11/28/2015,,,,,0,Commercial
15BLD-2135,,Building Combo,"1008 2ND ST
SANTA MONICA, CA 91436
",Issued,INSIGNIFICANT SINGLE FAMILY CONSTRUCTION,$10000.00,4292027003,06/01/2015,06/01/2015,,11/28/2015,,434,Add or Alter Dwellings (No Increase or Decrease In Units),Section IV - Additions & Alterations,0,Residential
15BLD-2139,,,,Issued,INSIGNIFICANT SINGLE FAMILY CONSTRUCTION,$10000.00,4272020014,06/01/2015,06/01/2015,,11/28/2015,,434,Add or Alter Dwellings (No Increase or Decrease In Units),Section IV - Additions & Alterations,0,Residential
15BLD-2141,,Electrical,"1243 FRANKLIN ST
SANTA MONICA, CA 90048
",Issued,INSIGNIFICANT SINGLE FAMILY CONSTRUCTION,$900.00,4267001021,06/01/2015,06/01/2015,,11/28/2015,,434,Add or Alter Dwellings (No Increase or Decrease In Units),Section IV - Additions & Alterations,0,Residential
13CBP0248,,Building Combo,"2001 WILSHIRE BLVD
SANTA MONICA, CA 90401
(34.03147363100004, -118.48315200299999)",Issued,SIGNIFICANT COMMERCIAL CONSTRUCTION,$153000.00,4276007035,04/04/2013,11/24/2015,,11/24/2015,,437,Add or Alter All Other Buildings & Structures,Section IV - Additions & Alterations,0,Commercial
14BLD-5365,,,"2800 28TH ST
SANTA MONICA, CA 90405
(34.01733943200003, -118.45459036999995)",Issued,INSIGNIFICANT COMMERCIAL CONSTRUCTION,$2500.00,4272031005,12/23/2014,12/23/2014,,06/21/2015,,437,Add or Alter All Other Buildings & Structures,Section IV - Additions & Alterations,0,Commercial
14CBP0760,,Building Combo,"804 WOODACRES RD
SANTA MONICA, CA 90402
(34.03964530300004, -118.50682099999995)",Issued,NEW SINGLE FAMILY CONSTRUCTION,$0.00,4280002004,08/26/2014,09/02/2014,,11/08/2015,,101,One-Family Houses Detached,Section I - Residential Housekeeping Buildings,0,Residential
14CBP0762,,Building Combo,"402 19TH ST
SANTA MONICA, CA 90402
(34.040147698000055, -118.49563925799998)",Issued,SIGNIFICANT SINGLE FAMILY CONSTRUCTION,$532675.08,4279013013,08/27/2014,09/02/2014,,11/02/2015,,434,Add or Alter Dwellings (No Increase or Decrease In Units),Section IV - Additions & Alterations,0,Commercial
14CBP0801,,Building Combo,"804 WOODACRES RD
SANTA MONICA, CA 90402
(34.03964530300004, -118.50682099999995)",Issued,NEW COMMERCIAL CONSTRUCTION,$100000.00,4280002004,09/11/2014,09/25/2014,,11/30/2015,,329,Structures Other Than Buildings,Section III - New Non-Residential Buildings,0,Commercial
14CBP0907,,Building Combo,"801 2ND ST
SANTA MONICA, CA 92008
",Issued,INSIGNIFICANT SINGLE FAMILY CONSTRUCTION,$0.00,4292024021,10/09/2014,10/09/2014,,10/03/2015,,434,Add or Alter Dwellings (No Increase or Decrease In Units),Section IV - Additions & Alterations,0,Commercial
15BLD-0044,,Building Combo,"395 SANTA MONICA PLACE
SANTA MONICA, CA 90401
(34.015022388000034, -118.49376113799997)",Issued,SIGNIFICANT COMMERCIAL CONSTRUCTION,$1500000.00,4291026026,01/06/2015,05/21/2015,,11/30/2015,,437,Add or Alter All Other Buildings & Structures,Section IV - Additions & Alterations,0,Commercial
15BLD-1318,,Building Combo,"2528 32ND ST
SANTA MONICA, CA 90405
(34.023090471000046, -118.45370196099998)",Issued,INSIGNIFICANT SINGLE FAMILY CONSTRUCTION,$23000.00,4270020039,04/03/2015,04/03/2015,,09/30/2015,,434,Add or Alter Dwellings (No Increase or Decrease In Units),Section IV - Additions & Alterations,0,Residential
15BLD-2132,,Building Combo,"2950 31ST ST
SANTA MONICA, CA 60690
",Issued,INSIGNIFICANT COMMERCIAL CONSTRUCTION,$20000.00,4272031001,05/29/2015,06/02/2015,,11/29/2015,,437,Add or Alter All Other Buildings & Structures,Section IV - Additions & Alterations,0,Commercial
15BLD-2156,,Building Combo,"2950 31ST ST
SANTA MONICA, CA 60690
",Issued,UNDEFINED,$20000.00,4272031001,06/02/2015,06/02/2015,,11/29/2015,,,,,0,Commercial
15BLD-2158,,Mechanical,"1415 WILSHIRE BLVD
SANTA MONICA, CA 90025
",Issued,INSIGNIFICANT COMMERCIAL CONSTRUCTION,$10000.00,4281011026,06/02/2015,06/02/2015,,11/29/2015,,437,Add or Alter All Other Buildings & Structures,Section IV - Additions & Alterations,0,Commercial
15BLD-2159,,Building Combo,"309 11TH ST
SANTA MONICA, CA 90402
(34.03513296800003, -118.50410046299999)",Issued,NEW COMMERCIAL CONSTRUCTION,$35000.00,4280010027,06/02/2015,06/02/2015,,11/29/2015,,329,Structures Other Than Buildings,Section III - New Non-Residential Buildings,0,Residential
15BLD-2161,,Building Combo,"814 18th
SANTA MONICA, CA 90402
(34.038918729000045, -118.49581938399996)",Issued,INSIGNIFICANT SINGLE FAMILY CONSTRUCTION,$7000.00,4280016017,06/02/2015,06/02/2015,,11/29/2015,,434,Add or Alter Dwellings (No Increase or Decrease In Units),Section IV - Additions & Alterations,0,Residential
15BLD-2162,,Plumbing,"2335 29th
SANTA MONICA, CA 90402
(34.03254426700005, -118.50584632399995)",Issued,INSIGNIFICANT SINGLE FAMILY CONSTRUCTION,$2000.00,4280016017,06/02/2015,06/02/2015,,11/29/2015,,434,Add or Alter Dwellings (No Increase or Decrease In Units),Section IV - Additions & Alterations,0,Residential
15BLD-2165,,Building Combo,"1920 6TH ST
SANTA MONICA, CA 90048
",Issued,INSIGNIFICANT SINGLE FAMILY CONSTRUCTION,$5000.00,4289011044,06/02/2015,06/02/2015,,11/29/2015,,434,Add or Alter Dwellings (No Increase or Decrease In Units),Section IV - Additions & Alterations,0,Residential
15BLD-2167,,Seismic Retrofit SMMC 8.68,"727 19TH ST
SANTA MONICA, CA 90408
(34.03674883600007, -118.49160182999998)",Issued,INSIGNIFICANT SINGLE FAMILY CONSTRUCTION,$2500.00,4279006014,06/02/2015,06/02/2015,,11/29/2015,,434,Add or Alter Dwellings (No Increase or Decrease In Units),Section IV - Additions & Alterations,0,Residential
15BLD-2169,,Plumbing,"2601 23RD ST
SANTA MONICA, CA 90005
",Issued,INSIGNIFICANT SINGLE FAMILY CONSTRUCTION,$900.00,4273012009,06/02/2015,06/02/2015,,11/29/2015,,434,Add or Alter Dwellings (No Increase or Decrease In Units),Section IV - Additions & Alterations,0,Residential
08CBP1154,,Building Combo,"932 PALISADES BEACH RD
SANTA MONICA, CA 90403
(34.01973232100005, -118.50601388799998)",Issued,INSIGNIFICANT SINGLE FAMILY CONSTRUCTION,$0.00,4292031013,12/12/2008,08/07/2014,,12/03/2015,08/07/2014,434,Add or Alter Dwellings (No Increase or Decrease In Units),Section IV - Additions & Alterations,0,Commercial
11CBP1420,,Building Combo,"1012 2ND ST
SANTA MONICA, CA 90048
",Issued,NEW MULTI-FAMILY CONSTRUCTION,$999999.00,4292027004,12/07/2011,12/07/2011,,11/30/2015,,104,3 or 4 Family Buildings,Section I - Residential Housekeeping Buildings,0,Commercial
14CBP0003,,Building Combo,"316 ADELAIDE DR
SANTA MONICA, CA 90066
",Issued,NEW SINGLE FAMILY CONSTRUCTION,$1056813.70,4293002010,01/06/2014,01/15/2014,,10/27/2015,,101,One-Family Houses Detached,Section I - Residential Housekeeping Buildings,0,Residential
14CBP0027,,Building Combo,"457 19TH ST
SANTA MONICA, CA 90402
(34.03910257900003, -118.49434063599995)",Issued,NEW COMMERCIAL CONSTRUCTION,$0.00,4279008023,01/13/2014,01/13/2014,,11/30/2015,,329,Structures Other Than Buildings,Section III - New Non-Residential Buildings,0,Commercial
14CBP0428,,Building Combo,"1837 LA MESA DR
SANTA MONICA, CA 02110
",Issued,SIGNIFICANT SINGLE FAMILY CONSTRUCTION,$103181.65,4407017040,05/21/2014,06/04/2014,,09/08/2015,,434,Add or Alter Dwellings (No Increase or Decrease In Units),Section IV - Additions & Alterations,0,Commercial
14CBP0447,,Building Combo,"1 SEA COLONY DR
SANTA MONICA, CA 90067
",Issued,INSIGNIFICANT SINGLE FAMILY CONSTRUCTION,$49475.00,4288020041,05/29/2014,05/29/2014,,12/03/2015,,434,Add or Alter Dwellings (No Increase or Decrease In Units),Section IV - Additions & Alterations,0,Commercial
14CBP0553,,Building Combo,"2637 CENTINELA AVE
SANTA MONICA, CA 90292
",Issued,INSIGNIFICANT SINGLE FAMILY CONSTRUCTION,$0.00,4270017030,06/27/2014,06/27/2014,,12/03/2015,,434,Add or Alter Dwellings (No Increase or Decrease In Units),Section IV - Additions & Alterations,0,Commercial
14CBP0725,,Building Combo,"1814 ASHLAND AVE
SANTA MONICA, CA 90405
(34.011246166000035, -118.46264481999998)",Issued,INSIGNIFICANT SINGLE FAMILY CONSTRUCTION,$0.00,4272004003,08/19/2014,09/02/2014,,09/01/2016,,434,Add or Alter Dwellings (No Increase or Decrease In Units),Section IV - Additions & Alterations,0,Commercial
14CBP0972,,Building Combo,"2318 25TH ST
SANTA MONICA, CA 90405
(34.020510512000044, -118.46185320299998)",Issued,SIGNIFICANT SINGLE FAMILY CONSTRUCTION,$164040.93,4273008038,10/28/2014,10/29/2014,,10/24/2015,,434,Add or Alter Dwellings (No Increase or Decrease In Units),Section IV - Additions & Alterations,0,Commercial
15BLD-0711,,Building Combo,"1422 2ND ST
SANTA MONICA, CA 90401
(34.01441839800003, -118.49654840799997)",Issued,INSIGNIFICANT COMMERCIAL CONSTRUCTION,$10000.00,4291015005,02/24/2015,06/03/2015,,11/30/2015,,437,Add or Alter All Other Buildings & Structures,Section IV - Additions & Alterations,0,Commercial
15BLD-1599,,Building Combo,"429 SANTA MONICA BLVD
SANTA MONICA, CA 60690
",Issued,INSIGNIFICANT COMMERCIAL CONSTRUCTION,$26850.00,4291011009,04/24/2015,06/03/2015,,11/30/2015,,437,Add or Alter All Other Buildings & Structures,Section IV - Additions & Alterations,0,Commercial
15BLD-2028,,Building Combo,"1315 GEORGINA AVE
SANTA MONICA, CA 94939
",Issued,NEW SINGLE FAMILY CONSTRUCTION,$657834.75,4280007032,05/26/2015,06/03/2015,,11/30/2015,,101,One-Family Houses Detached,Section I - Residential Housekeeping Buildings,0,Residential
15BLD-2172,,Building Combo,"133 WADSWORTH AVE
SANTA MONICA, CA 90405
(34.00293475700005, -118.48680586499995)",Issued,INSIGNIFICANT SINGLE FAMILY CONSTRUCTION,$41359.80,4288016025,06/03/2015,06/03/2015,,11/30/2015,,434,Add or Alter Dwellings (No Increase or Decrease In Units),Section IV - Additions & Alterations,0,Residential
15BLD-2175,,Plumbing,"1827 EUCLID ST
SANTA MONICA, CA 90035
",Issued,INSIGNIFICANT SINGLE FAMILY CONSTRUCTION,$450.00,4283029006,06/03/2015,06/03/2015,,11/30/2015,,434,Add or Alter Dwellings (No Increase or Decrease In Units),Section IV - Additions & Alterations,0,Residential
15BLD-2183,,Windows,"2811 3RD ST
SANTA MONICA, CA 90066
",Issued,INSIGNIFICANT SINGLE FAMILY CONSTRUCTION,$4500.00,4287022013,06/03/2015,06/03/2015,,11/30/2015,,434,Add or Alter Dwellings (No Increase or Decrease In Units),Section IV - Additions & Alterations,0,Residential
13CBP0831,,Building Combo,"2400 OCEAN FRONT WALK
SANTA MONICA, CA 90405
(34.004566382000064, -118.49063819599996)",Issued,NEW COMMERCIAL CONSTRUCTION,$141929.10,4288033912,09/25/2013,11/12/2013,,12/01/2015,,328,Other Nonresidential Buildings,Section III - New Non-Residential Buildings,0,Commercial
13CBP0956,,Building Combo,"859 WOODACRES RD
SANTA MONICA, CA 90212
",Issued,NEW SINGLE FAMILY CONSTRUCTION,$1597333.10,4280001005,10/30/2013,10/31/2013,,12/30/2015,,101,One-Family Houses Detached,Section I - Residential Housekeeping Buildings,0,Residential
14CBP0180,,Building Combo,"2613 24TH ST
SANTA MONICA, CA 92656
",Issued,INSIGNIFICANT SINGLE FAMILY CONSTRUCTION,$0.00,4273010016,03/05/2014,06/20/2014,,06/10/2015,,434,Add or Alter Dwellings (No Increase or Decrease In Units),Section IV - Additions & Alterations,0,Commercial
14CBP0352,,Building Combo,"433 15TH ST
SANTA MONICA, CA 90402
(34.03653299000007, -118.49837938399997)",Issued,NEW SINGLE FAMILY CONSTRUCTION,$570249.12,4279028021,04/29/2014,05/07/2014,,12/04/2015,,101,One-Family Houses Detached,Section I - Residential Housekeeping Buildings,0,Residential
14CBP0380,,Building Combo,"2221 OCEAN AVE
SANTA MONICA, CA 90404
(34.003950721000024, -118.48830485799999)",Issued,INSIGNIFICANT SINGLE FAMILY CONSTRUCTION,$0.00,4289022067,05/06/2014,05/06/2014,,12/01/2015,,434,Add or Alter Dwellings (No Increase or Decrease In Units),Section IV - Additions & Alterations,0,Commercial
14CBP0678,,Building Combo,"1712 OCEAN PARK BLVD
SANTA MONICA, CA 90405
(34.01265540600008, -118.46644504599999)",Issued,INSIGNIFICANT COMMERCIAL CONSTRUCTION,$0.00,4285006009,08/05/2014,08/05/2014,,08/05/2015,,437,Add or Alter All Other Buildings & Structures,Section IV - Additions & Alterations,0,Commercial
14CBP1046,,Building Combo,"2700 COLORADO AVE
SANTA MONICA, CA 90401
(34.03137516600003, -118.47023596899999)",Issued,INSIGNIFICANT COMMERCIAL CONSTRUCTION,$0.00,4268001050,11/17/2014,12/04/2014,,09/20/2015,,437,Add or Alter All Other Buildings & Structures,Section IV - Additions & Alterations,0,Commercial
14STP0797,,Other,"520 STRAND ST
SANTA MONICA, CA 90405
(34.00772709700004, -118.48277287899998)",Issued,INSIGNIFICANT SINGLE FAMILY CONSTRUCTION,$0.00,4289007124,04/25/2014,04/25/2014,,12/01/2015,,434,Add or Alter Dwellings (No Increase or Decrease In Units),Section IV - Additions & Alterations,0,Commercial
15BLD-0232,,Plumbing,"226 GEORGINA AVE
SANTA MONICA, CA 90402
(34.027258274000076, -118.51063966199996)",Issued,INSIGNIFICANT SINGLE FAMILY CONSTRUCTION,$10000.00,4293007006,01/22/2015,01/22/2015,,07/21/2015,,434,Add or Alter Dwellings (No Increase or Decrease In Units),Section IV - Additions & Alterations,0,Residential
15BLD-1048,,Roofing,"1220 WASHINGTON AVE
SANTA MONICA, CA 90403
(34.02853730700008, -118.49325172999994)",Issued,INSIGNIFICANT SINGLE FAMILY CONSTRUCTION,$33000.00,4281018001,03/18/2015,03/18/2015,,09/16/2015,,434,Add or Alter Dwellings (No Increase or Decrease In Units),Section IV - Additions & Alterations,0,Residential
